customerid,customer_name,country,state,gender,dob,age,age_group,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,tenure_days,tenure_years,tenure_group,annual_charges,cancellation_year,cancellation_month,churn_risk_group,complaint_count,escalation_count,avg_csat_score,last_complaint_date
9329-XZDWE,shiva,India,Delhi,Male,1993-04-22,33,26-35,2021-02-15,Organic,2022-02-15,Basic,Annual,,,8.12,444,17,0,2044.0,5.6,5-7 years,97.44,,,Low Risk,,,,
5134-QAHTE,anita,India,Delhi,Male,1970-10-22,56,56-65,2019-07-09,Paid,2020-07-09,Premium,Annual,2022-09-28,No longer needed,23.93,1651,95,1,1177.0,3.22,3-5 years,287.15999999999997,2022.0,9.0,High Risk,1.0,1.0,36.0,2024-11-12
7035-KZJAF,neha,India,Maharashtra,Male,1998-12-14,28,26-35,2020-06-01,Paid,2021-06-01,Premium,Annual,,,25.83,1706,52,0,2303.0,6.31,5-7 years,309.96,,,Medium Risk,1.0,0.0,68.0,2025-02-09
3122-AATFW,sunita,India,Meghalaya,Male,1982-03-17,44,36-45,2019-09-23,Referral,2020-09-23,Basic,Annual,2024-01-01,Forgot to cancel trial,8.15,575,92,1,1561.0,4.27,3-5 years,97.80000000000001,2024.0,1.0,High Risk,,,,
5015-EVHHS,usha,India,Bihar,Female,1971-01-02,55,46-55,2024-06-02,Paid,2025-06-02,Standard,Annual,,,15.46,196,39,0,841.0,2.3,1-3 years,185.52,,,Medium Risk,,,,
8031-JEYXK,amit,India,Uttar Pradesh,Female,1970-11-20,56,56-65,2019-05-30,Paid,2020-05-30,Basic,Annual,,,9.67,694,58,0,2671.0,7.31,7+ years,116.03999999999999,,,Medium Risk,,,,
0359-PEJQA,geeta,Nepal,Kathmandu,Male,1967-03-08,59,56-65,2023-03-25,Organic,2024-03-25,Standard,Annual,2024-02-20,Poor streaming quality,17.67,495,72,1,332.0,0.91,0-1 years,212.04000000000002,2024.0,2.0,High Risk,,,,
0785-RQARK,gopal,India,Nagaland,Male,1976-05-03,50,46-55,2024-10-26,Paid,2025-10-26,Standard,Annual,,,15.91,135,31,0,695.0,1.9,1-3 years,190.92000000000002,,,Medium Risk,1.0,1.0,18.0,2024-01-24
2508-FRAKC,ashok,India,Tamil Nadu,Male,1992-03-02,34,26-35,2023-11-07,Organic,2024-11-07,Standard,Annual,2024-09-03,Billing issue,17.01,328,77,1,301.0,0.82,0-1 years,204.12,2024.0,9.0,High Risk,,,,
6862-VCSDC,raju,India,Delhi,Female,1992-04-26,34,26-35,2019-11-07,Organic,2020-11-07,Standard,Monthly,2021-12-13,Switched to competitor,13.4,1038,72,1,767.0,2.1,1-3 years,160.8,2021.0,12.0,High Risk,,,,
8571-ZJKEO,pooja,India,Delhi,Male,1975-07-10,51,46-55,2021-03-31,Organic,2022-03-31,Basic,Annual,,,9.02,500,56,0,2000.0,5.48,5-7 years,108.24,,,Medium Risk,1.0,1.0,20.0,2024-04-19
1809-VRDCN,chitra,India,Tamil Nadu,Female,1975-05-16,51,46-55,2022-01-29,Organic,2023-01-29,Basic,Monthly,,,8.8,392,2,0,1696.0,4.64,3-5 years,105.60000000000001,,,Low Risk,,,,
4850-GBVWW,alok,India,Gujarat,Female,1998-02-17,28,26-35,2022-05-11,Referral,2023-05-11,Basic,Annual,,,8.03,336,2,0,1594.0,4.36,3-5 years,96.35999999999999,,,Low Risk,,,,
0158-WREJL,kiran,India,Delhi,Male,2001-07-23,25,18-25,2024-04-17,Referral,2025-04-17,Standard,Monthly,,,17.94,241,15,0,887.0,2.43,1-3 years,215.28000000000003,,,Low Risk,1.0,0.0,95.0,2025-02-27
1865-KZHKW,nandini,India,Rajasthan,Male,1970-12-12,56,56-65,2024-04-27,Organic,2025-04-27,Basic,Annual,,,8.75,136,7,0,877.0,2.4,1-3 years,105.0,,,Low Risk,,,,
0960-ZVCXM,om,India,Rajasthan,Male,1982-01-13,44,36-45,2022-07-06,Paid,2023-07-06,Premium,Annual,,,23.13,824,3,0,1538.0,4.21,3-5 years,277.56,,,Low Risk,,,,
0472-WWSXM,satish,India,Nagaland,Female,1984-10-08,42,36-45,2023-03-15,Organic,2024-03-15,Basic,Annual,,,9.61,228,55,0,1286.0,3.52,3-5 years,115.32,,,Medium Risk,,,,
5148-AWNTS,sneha,India,Gujarat,Male,1988-06-19,38,36-45,2022-12-23,Organic,2023-12-23,Basic,Annual,,,8.25,255,3,0,1368.0,3.75,3-5 years,99.0,,,Low Risk,,,,
1560-LSMRQ,sudevi,Nepal,Kathmandu,Male,1967-06-14,59,56-65,2019-05-12,Paid,2020-05-12,Premium,Annual,,,21.76,1688,40,0,2689.0,7.36,7+ years,261.12,,,Medium Risk,,,,
8283-WWWBM,priya,India,Gujarat,Male,1967-04-05,59,56-65,2023-05-21,Referral,2024-05-21,Premium,Annual,2024-05-21,Forgot to cancel trial,22.01,571,73,1,366.0,1.0,0-1 years,264.12,2024.0,5.0,High Risk,2.0,1.0,30.0,2024-03-17
9019-QKGLU,bhavna,India,Delhi,Female,1985-01-20,41,36-45,2024-01-24,Referral,2025-01-24,Standard,Monthly,2025-02-09,Forgot to cancel trial,14.51,266,96,1,382.0,1.05,1-3 years,174.12,2025.0,2.0,High Risk,,,,
8148-TAKAO,rangadevi,India,West Bengal,Male,1990-03-24,36,36-45,2024-06-24,Organic,2025-06-24,Basic,Annual,,,7.59,85,35,0,819.0,2.24,1-3 years,91.08,,,Medium Risk,,,,
7474-YJBFL,naresh,India,Kerala,Female,1985-04-20,41,36-45,2019-10-14,Paid,2020-10-14,Standard,Monthly,,,14.83,977,27,0,2534.0,6.94,5-7 years,177.96,,,Low Risk,1.0,0.0,80.0,2024-04-04
0035-IVZHN,raju,India,Karnataka,Female,1987-02-02,39,36-45,2020-10-05,Referral,2021-10-05,Premium,Annual,,,21.64,1338,59,0,2177.0,5.96,5-7 years,259.68,,,Medium Risk,1.0,1.0,8.0,2024-05-16
1752-GFDWF,nisha,India,Gujarat,Male,1998-12-19,28,26-35,2021-04-25,Organic,2022-04-25,Basic,Annual,2023-02-19,Forgot to cancel trial,7.61,406,88,1,665.0,1.82,1-3 years,91.32000000000001,2023.0,2.0,High Risk,,,,
9647-DXLPN,padma,India,Maharashtra,Male,1998-01-10,28,26-35,2021-04-11,Paid,2022-04-11,Standard,Annual,2023-08-06,Forgot to cancel trial,16.41,718,72,1,847.0,2.32,1-3 years,196.92000000000002,2023.0,8.0,High Risk,,,,
9586-MNXEP,vishakha,India,Nagaland,Female,1994-06-30,32,26-35,2021-10-08,Referral,2022-10-08,Standard,Annual,2023-06-19,Billing issue,17.54,786,72,1,619.0,1.69,1-3 years,210.48,2023.0,6.0,High Risk,1.0,1.0,33.0,2025-09-30
5273-NKZXT,asha,India,Punjab,Male,1978-03-13,48,46-55,2024-02-13,Referral,2025-02-13,Basic,Annual,,,9.52,165,13,0,951.0,2.6,1-3 years,114.24,,,Low Risk,,,,
2185-DPXNV,ajay,Nepal,Kathmandu,Female,1974-10-01,52,46-55,2023-08-28,Referral,2024-08-28,Basic,Annual,,,9.69,209,46,0,1120.0,3.07,3-5 years,116.28,,,Medium Risk,1.0,1.0,29.0,2024-04-01
4760-RXDSZ,deepak,India,Telangana,Male,1996-02-23,30,26-35,2020-01-27,Paid,2021-01-27,Standard,Monthly,,,17.72,1090,20,0,2429.0,6.65,5-7 years,212.64,,,Low Risk,1.0,1.0,30.0,2024-10-09
1890-TOPYS,vijay,India,Bihar,Male,1988-06-13,38,36-45,2019-10-01,Referral,2020-10-01,Standard,Monthly,,,16.6,1130,9,0,2547.0,6.97,5-7 years,199.20000000000002,,,Low Risk,,,,
2381-BBGUZ,geeta,India,Meghalaya,Male,1995-12-24,31,26-35,2023-02-19,Referral,2024-02-19,Basic,Annual,2023-05-05,Poor streaming quality,7.31,206,86,1,75.0,0.21,0-1 years,87.72,2023.0,5.0,High Risk,,,,
3342-TAVCW,sneha,Nepal,Kathmandu,Female,1975-08-29,51,46-55,2019-04-20,Referral,2020-04-20,Basic,Annual,,,9.07,652,14,0,2711.0,7.42,7+ years,108.84,,,Low Risk,,,,
4712-SBJKU,ajay,Nepal,Kathmandu,Male,1965-08-01,61,56-65,2023-06-13,Organic,2024-06-13,Basic,Monthly,,,7.74,202,31,0,1196.0,3.27,3-5 years,92.88,,,Medium Risk,,,,
3327-QUWVX,neha,Nepal,Kathmandu,Male,1998-02-15,28,26-35,2019-10-07,Paid,2020-10-07,Basic,Annual,2021-10-04,No longer needed,8.96,619,75,1,728.0,1.99,1-3 years,107.52000000000001,2021.0,10.0,High Risk,2.0,2.0,26.5,2025-06-21
3170-HEREE,lata,India,Nagaland,Female,1966-10-28,60,56-65,2019-03-15,Paid,2020-03-15,Standard,Monthly,2019-05-29,Billing issue,13.88,1140,91,1,75.0,0.21,0-1 years,166.56,2019.0,5.0,High Risk,,,,
9119-GEVAM,sudevi,India,Karnataka,Female,2006-08-28,20,18-25,2022-01-24,Organic,2023-01-24,Basic,Monthly,,,8.06,289,15,0,1701.0,4.66,3-5 years,96.72,,,Low Risk,,,,
0833-UQVHU,seema,India,Delhi,Female,1979-04-05,47,46-55,2023-12-16,Referral,2024-12-16,Standard,Monthly,,,17.17,340,40,0,1010.0,2.77,1-3 years,206.04000000000002,,,Medium Risk,,,,
3012-NUEOK,dinesh,India,Uttar Pradesh,Female,1994-10-04,32,26-35,2019-01-20,Paid,2020-01-20,Basic,Monthly,2019-04-25,Poor streaming quality,8.12,612,72,1,95.0,0.26,0-1 years,97.44,2019.0,4.0,High Risk,1.0,0.0,67.0,2025-05-14
5911-HYQMO,raghav,India,Nagaland,Female,1980-07-09,46,46-55,2019-04-25,Organic,2020-04-25,Premium,Monthly,2020-06-23,No longer needed,22.68,1793,98,1,425.0,1.16,1-3 years,272.15999999999997,2020.0,6.0,High Risk,,,,
3994-YRIXY,radha,India,Tamil Nadu,Male,1997-06-23,29,26-35,2020-11-18,Organic,2021-11-18,Standard,Monthly,,,13.21,702,41,0,2133.0,5.84,5-7 years,158.52,,,Medium Risk,,,,
8468-VJULB,nisha,India,Gujarat,Male,1968-09-11,58,56-65,2021-04-28,Referral,2022-04-28,Premium,Annual,2022-05-18,Switched to competitor,22.97,1073,80,1,385.0,1.05,1-3 years,275.64,2022.0,5.0,High Risk,,,,
2742-ZUNQF,rahul,India,Bihar,Male,1974-03-23,52,46-55,2023-07-06,Referral,2024-07-06,Standard,Monthly,,,13.05,288,19,0,1173.0,3.21,3-5 years,156.60000000000002,,,Low Risk,1.0,1.0,40.0,2025-02-05
7130-QYTDL,manoj,India,Karnataka,Male,1968-04-15,58,56-65,2023-02-20,Organic,2024-02-20,Basic,Annual,,,9.65,299,8,0,1309.0,3.58,3-5 years,115.80000000000001,,,Low Risk,,,,
9143-BVXKL,kamala,India,Bihar,Male,1965-10-04,61,56-65,2020-12-03,Organic,2021-12-03,Basic,Annual,,,7.27,428,51,0,2118.0,5.8,5-7 years,87.24,,,Medium Risk,1.0,0.0,87.0,2024-03-20
1938-NQQTP,arjun,India,Kerala,Male,1969-10-05,57,56-65,2020-06-28,Organic,2021-06-28,Basic,Annual,,,8.9,539,40,0,2276.0,6.23,5-7 years,106.80000000000001,,,Medium Risk,,,,
4937-PHYJV,mohan,India,Delhi,Female,1988-12-06,38,36-45,2024-01-13,Paid,2025-01-13,Standard,Monthly,,,16.19,295,16,0,982.0,2.69,1-3 years,194.28000000000003,,,Low Risk,1.0,1.0,23.0,2025-03-08
6406-UWHQH,neha,India,Maharashtra,Male,2004-03-29,22,18-25,2019-03-28,Paid,2020-03-28,Standard,Annual,,,17.47,1426,41,0,2734.0,7.49,7+ years,209.64,,,Medium Risk,1.0,0.0,34.0,2024-10-09
2019-BOKOC,pooja,India,Kerala,Female,1983-07-06,43,36-45,2019-11-22,Paid,2020-11-22,Basic,Annual,2021-04-22,Billing issue,8.11,495,71,1,517.0,1.42,1-3 years,97.32,2021.0,4.0,High Risk,1.0,1.0,29.0,2024-11-23
8397-DEQGC,mina,Nepal,Kathmandu,Female,1993-12-02,33,26-35,2023-12-23,Organic,2024-12-23,Standard,Annual,,,14.63,282,35,0,1003.0,2.75,1-3 years,175.56,,,Medium Risk,,,,
4762-RGFPY,seema,India,Meghalaya,Female,1994-05-28,32,26-35,2023-08-27,Paid,2024-08-27,Standard,Monthly,,,14.43,357,17,0,1121.0,3.07,3-5 years,173.16,,,Low Risk,,,,
4671-QXILQ,sunita,Nepal,Kathmandu,Female,1990-05-16,36,36-45,2021-04-23,Organic,2022-04-23,Standard,Monthly,2023-07-13,Forgot to cancel trial,17.52,945,97,1,811.0,2.22,1-3 years,210.24,2023.0,7.0,High Risk,,,,
5182-YEIUS,ritu,India,Tamil Nadu,Male,1971-01-10,55,46-55,2022-08-10,Referral,2023-08-10,Basic,Monthly,2023-06-25,Too expensive,8.88,271,90,1,319.0,0.87,0-1 years,106.56,2023.0,6.0,High Risk,,,,
5432-WMJHO,deepak,India,Delhi,Male,2003-07-10,23,18-25,2020-05-29,Paid,2021-05-29,Basic,Monthly,,,8.77,544,31,0,2306.0,6.31,5-7 years,105.24,,,Medium Risk,,,,
8824-FTQSX,vinod,India,Maharashtra,Male,1990-12-20,36,36-45,2022-06-29,Paid,2023-06-29,Basic,Annual,,,7.58,285,38,0,1545.0,4.23,3-5 years,90.96000000000001,,,Medium Risk,,,,
9667-FAGXO,sudevi,India,Kerala,Female,1975-01-07,51,46-55,2024-01-11,Referral,2025-01-11,Premium,Annual,,,22.0,446,26,0,984.0,2.69,1-3 years,264.0,,,Low Risk,,,,
9660-THMNK,vinod,India,Maharashtra,Female,1975-09-19,51,46-55,2020-11-18,Paid,2021-11-18,Standard,Annual,,,15.1,929,3,0,2133.0,5.84,5-7 years,181.2,,,Low Risk,1.0,1.0,39.0,2024-10-15
2717-TDEOO,rishabh,India,Delhi,Male,1966-10-25,60,56-65,2023-04-12,Paid,2024-04-12,Standard,Annual,,,13.41,366,13,0,1258.0,3.44,3-5 years,160.92000000000002,,,Low Risk,,,,
7989-GGGRN,alok,India,Punjab,Female,2006-03-05,20,18-25,2021-11-19,Referral,2022-11-19,Standard,Annual,,,14.52,650,23,0,1767.0,4.84,3-5 years,174.24,,,Low Risk,,,,
0760-BQCZQ,asha,India,Tamil Nadu,Male,1989-06-02,37,36-45,2020-07-13,Referral,2021-07-13,Standard,Monthly,,,13.97,720,48,0,2261.0,6.19,5-7 years,167.64000000000001,,,Medium Risk,,,,
6171-QJQVN,gopal,India,Uttar Pradesh,Male,1983-03-17,43,36-45,2023-03-13,Organic,2024-03-13,Standard,Annual,,,17.62,474,43,0,1288.0,3.53,3-5 years,211.44,,,Medium Risk,2.0,0.0,46.5,2025-11-21
5653-MMPND,suresh,India,Uttar Pradesh,Male,1988-01-31,38,36-45,2019-10-19,Referral,2020-10-19,Standard,Monthly,2024-10-09,Not enough content,13.18,1032,94,1,1817.0,4.97,3-5 years,158.16,2024.0,10.0,High Risk,1.0,0.0,15.0,2024-01-16
3465-DEPVR,nandini,India,Gujarat,Female,1970-01-31,56,56-65,2022-11-28,Organic,2023-11-28,Standard,Annual,,,15.43,421,29,0,1393.0,3.81,3-5 years,185.16,,,Low Risk,1.0,1.0,14.0,2025-09-17
7844-MPQKG,vishakha,Nepal,Kathmandu,Male,1972-03-24,54,46-55,2021-10-07,Organic,2022-10-07,Basic,Annual,2025-06-19,Too expensive,7.09,341,91,1,1351.0,3.7,3-5 years,85.08,2025.0,6.0,High Risk,1.0,0.0,75.0,2025-02-10
0642-XDEXN,kamala,Nepal,Kathmandu,Female,1965-11-02,61,56-65,2021-12-06,Organic,2022-12-06,Standard,Monthly,,,17.71,710,44,0,1750.0,4.79,3-5 years,212.52,,,Medium Risk,,,,
4644-YFPMM,sneha,India,Bihar,Male,1971-05-28,55,46-55,2020-10-23,Referral,2021-10-23,Basic,Annual,,,9.3,563,7,0,2159.0,5.91,5-7 years,111.60000000000001,,,Low Risk,,,,
2979-QNERX,maya,India,Uttar Pradesh,Female,1982-04-17,44,36-45,2024-10-24,Referral,2025-10-24,Premium,Monthly,,,25.37,194,36,0,697.0,1.91,1-3 years,304.44,,,Medium Risk,1.0,1.0,12.0,2025-03-28
3315-NXRVP,deepak,India,Delhi,Male,1991-11-28,35,26-35,2023-04-17,Referral,2024-04-17,Standard,Monthly,,,16.66,465,24,0,1253.0,3.43,3-5 years,199.92000000000002,,,Low Risk,,,,
8246-TCRXO,keshav,India,Bihar,Male,1983-11-15,43,36-45,2020-08-07,Organic,2021-08-07,Basic,Annual,,,7.62,428,54,0,2236.0,6.12,5-7 years,91.44,,,Medium Risk,,,,
0711-SLYMT,dinesh,Nepal,Kathmandu,Female,2005-09-22,21,18-25,2024-07-07,Paid,2025-07-07,Basic,Annual,,,7.2,83,29,0,806.0,2.21,1-3 years,86.4,,,Low Risk,,,,
9439-CDMGW,vijay,Nepal,Kathmandu,Female,1976-07-25,50,46-55,2020-11-29,Paid,2021-11-29,Basic,Monthly,,,7.55,419,9,0,2122.0,5.81,5-7 years,90.6,,,Low Risk,,,,
9469-NNJFU,yash,India,Kerala,Male,1971-12-11,55,46-55,2024-01-20,Referral,2025-01-20,Standard,Monthly,,,14.05,265,14,0,975.0,2.67,1-3 years,168.60000000000002,,,Low Risk,1.0,1.0,15.0,2025-11-28
9590-GWLJH,harish,India,Telangana,Female,1989-10-07,37,36-45,2021-11-28,Organic,2022-11-28,Premium,Annual,2022-12-03,Switched to competitor,25.35,1244,90,1,370.0,1.01,1-3 years,304.20000000000005,2022.0,12.0,High Risk,,,,
7904-EOMZP,harish,India,Meghalaya,Female,1970-05-06,56,56-65,2022-04-15,Organic,2023-04-15,Basic,Monthly,2022-12-07,Switched to competitor,7.36,246,85,1,236.0,0.65,0-1 years,88.32000000000001,2022.0,12.0,High Risk,1.0,0.0,94.0,2024-09-03
7317-UYCNU,mina,India,Rajasthan,Female,1993-07-11,33,26-35,2019-09-08,Referral,2020-09-08,Basic,Monthly,,,9.86,636,26,0,2570.0,7.04,7+ years,118.32,,,Low Risk,1.0,0.0,46.0,2024-05-21
2381-MPCGJ,mira,India,Punjab,Female,1992-07-17,34,26-35,2024-10-31,Referral,2025-10-31,Premium,Annual,,,24.8,215,23,0,690.0,1.89,1-3 years,297.6,,,Low Risk,,,,
4693-SPYVQ,om,India,Maharashtra,Female,2003-02-26,23,18-25,2023-02-27,Paid,2024-02-27,Standard,Annual,,,14.71,474,26,0,1302.0,3.56,3-5 years,176.52,,,Low Risk,,,,
8489-HAPNG,suresh,India,Karnataka,Male,1975-09-25,51,46-55,2019-08-23,Referral,2020-08-23,Premium,Monthly,,,25.36,1783,48,0,2586.0,7.08,7+ years,304.32,,,Medium Risk,1.0,0.0,69.0,2024-12-23
2579-CHKRK,vikram,India,Telangana,Male,1998-01-21,28,26-35,2020-07-22,Organic,2021-07-22,Basic,Annual,2024-02-08,Billing issue,7.36,475,84,1,1296.0,3.55,3-5 years,88.32000000000001,2024.0,2.0,High Risk,1.0,0.0,77.0,2025-08-31
1477-OSOPJ,asha,India,Uttar Pradesh,Male,1973-09-23,53,46-55,2024-04-30,Organic,2025-04-30,Standard,Monthly,,,16.29,263,3,0,874.0,2.39,1-3 years,195.48,,,Low Risk,2.0,2.0,29.5,2025-11-06
6618-OGKCB,meena,India,Gujarat,Male,2001-01-07,25,18-25,2023-01-15,Organic,2024-01-15,Premium,Annual,,,25.84,759,27,0,1345.0,3.68,3-5 years,310.08,,,Low Risk,1.0,1.0,8.0,2025-03-19
4222-WVOSZ,jyoti,India,Uttar Pradesh,Male,1999-10-17,27,26-35,2019-11-30,Organic,2020-11-30,Basic,Annual,,,9.81,738,48,0,2487.0,6.81,5-7 years,117.72,,,Medium Risk,1.0,1.0,14.0,2025-10-17
7548-XWMGJ,sneha,India,Uttar Pradesh,Male,1983-07-03,43,36-45,2023-04-26,Paid,2024-04-26,Basic,Monthly,,,7.58,223,47,0,1244.0,3.41,3-5 years,90.96000000000001,,,Medium Risk,1.0,1.0,21.0,2024-01-22
8462-NSGHK,usha,India,Delhi,Male,2006-10-12,20,18-25,2024-08-28,Organic,2025-08-28,Basic,Monthly,,,8.48,95,57,0,754.0,2.06,1-3 years,101.76,,,Medium Risk,,,,
5792-FOETY,nisha,India,Delhi,Female,1973-12-16,53,46-55,2024-03-27,Referral,2025-03-27,Basic,Monthly,2024-07-22,No longer needed,8.33,133,76,1,117.0,0.32,0-1 years,99.96000000000001,2024.0,7.0,High Risk,,,,
3965-WFFGQ,sudevi,India,Nagaland,Male,2006-04-12,20,18-25,2020-01-02,Paid,2021-01-02,Basic,Monthly,,,9.97,752,26,0,2454.0,6.72,5-7 years,119.64000000000001,,,Low Risk,1.0,1.0,24.0,2025-09-03
0108-TOBMQ,padma,Nepal,Kathmandu,Male,1987-01-07,39,36-45,2022-02-22,Organic,2023-02-22,Basic,Annual,2024-12-25,Switched to competitor,7.76,280,87,1,1037.0,2.84,1-3 years,93.12,2024.0,12.0,High Risk,,,,
4591-KTDNL,mira,India,Telangana,Male,1982-08-30,44,36-45,2022-09-25,Organic,2023-09-25,Premium,Monthly,,,25.65,822,49,0,1457.0,3.99,3-5 years,307.79999999999995,,,Medium Risk,,,,
2863-LDNIA,pooja,India,Punjab,Male,1969-07-09,57,56-65,2023-04-13,Paid,2024-04-13,Standard,Annual,2023-09-04,Switched to competitor,16.92,418,72,1,144.0,0.39,0-1 years,203.04000000000002,2023.0,9.0,High Risk,,,,
4254-EGHYI,kavita,India,Delhi,Female,1974-06-12,52,46-55,2022-10-25,Paid,2023-10-25,Standard,Monthly,,,17.68,554,26,0,1427.0,3.91,3-5 years,212.16,,,Low Risk,1.0,0.0,37.0,2025-09-07
6099-JKLOZ,amit,India,Nagaland,Female,1977-02-09,49,46-55,2019-01-07,Referral,2020-01-07,Basic,Monthly,,,8.76,790,25,0,2814.0,7.7,7+ years,105.12,,,Low Risk,1.0,1.0,10.0,2025-03-07
9098-LJDYD,raghav,India,Rajasthan,Female,1987-05-31,39,36-45,2020-06-01,Referral,2021-06-01,Standard,Monthly,,,16.0,958,31,0,2303.0,6.31,5-7 years,192.0,,,Medium Risk,,,,
8748-SUHOO,harish,India,Nagaland,Female,1972-04-30,54,46-55,2022-07-18,Referral,2023-07-18,Basic,Monthly,2023-06-11,Billing issue,9.82,371,79,1,328.0,0.9,0-1 years,117.84,2023.0,6.0,High Risk,,,,
7807-VCTGJ,geeta,India,Kerala,Male,1983-06-22,43,36-45,2019-05-21,Organic,2020-05-21,Standard,Monthly,,,14.53,1242,32,0,2680.0,7.34,7+ years,174.35999999999999,,,Medium Risk,2.0,1.0,34.0,2024-06-11
9451-OQEUJ,lata,India,Delhi,Female,1985-01-18,41,36-45,2021-06-02,Referral,2022-06-02,Standard,Annual,,,16.51,937,54,0,1937.0,5.3,5-7 years,198.12,,,Medium Risk,1.0,1.0,28.0,2024-01-27
6243-PMYWQ,usha,India,Bihar,Female,1992-06-20,34,26-35,2021-05-12,Organic,2022-05-12,Premium,Monthly,,,25.66,1382,51,0,1958.0,5.36,5-7 years,307.92,,,Medium Risk,2.0,1.0,40.5,2025-05-28
1168-CIIQS,harish,India,Tamil Nadu,Female,2000-01-13,26,26-35,2021-01-03,Organic,2022-01-03,Premium,Annual,2024-02-29,Poor streaming quality,24.63,1512,70,1,1152.0,3.15,3-5 years,295.56,2024.0,2.0,High Risk,,,,
5950-TNLEW,vishakha,India,Uttar Pradesh,Female,1976-04-15,50,46-55,2022-10-14,Referral,2023-10-14,Standard,Annual,,,15.36,490,20,0,1438.0,3.94,3-5 years,184.32,,,Low Risk,1.0,1.0,5.0,2025-05-24
1311-FKCYM,mina,India,Maharashtra,Female,1988-07-03,38,36-45,2022-03-02,Referral,2023-03-02,Standard,Annual,,,13.97,503,39,0,1664.0,4.56,3-5 years,167.64000000000001,,,Medium Risk,1.0,1.0,32.0,2024-11-21
1363-CQCYK,amit,India,Uttar Pradesh,Female,1977-09-30,49,46-55,2019-08-10,Organic,2020-08-10,Premium,Annual,2025-02-05,Not enough content,24.54,1581,92,1,2006.0,5.49,5-7 years,294.48,2025.0,2.0,High Risk,,,,
2071-DVARW,rekha,India,Delhi,Female,2004-01-25,22,18-25,2020-08-16,Organic,2021-08-16,Basic,Monthly,,,9.4,582,56,0,2227.0,6.1,5-7 years,112.80000000000001,,,Medium Risk,,,,
4463-ODYOP,tarun,Nepal,Kathmandu,Female,1988-06-25,38,36-45,2020-02-22,Referral,2021-02-22,Standard,Monthly,,,17.93,1326,55,0,2403.0,6.58,5-7 years,215.16,,,Medium Risk,,,,
8745-IJOUL,alok,India,Bihar,Male,1971-12-27,55,46-55,2020-11-20,Paid,2021-11-20,Premium,Annual,2024-08-12,Not enough content,21.47,1365,86,1,1361.0,3.73,3-5 years,257.64,2024.0,8.0,High Risk,2.0,0.0,39.5,2025-10-22
0001-NTDHN,satish,India,Delhi,Male,1965-05-30,61,56-65,2023-11-12,Paid,2024-11-12,Premium,Annual,2024-10-16,Billing issue,24.12,412,85,1,339.0,0.93,0-1 years,289.44,2024.0,10.0,High Risk,,,,
4799-PUOEW,ritu,India,Punjab,Female,1972-04-29,54,46-55,2020-12-07,Referral,2021-12-07,Standard,Monthly,,,14.87,916,19,0,2114.0,5.79,5-7 years,178.44,,,Low Risk,,,,
6385-VFCQN,kiran,India,West Bengal,Female,1998-04-30,28,26-35,2023-12-29,Referral,2024-12-29,Standard,Monthly,,,13.59,247,34,0,997.0,2.73,1-3 years,163.07999999999998,,,Medium Risk,,,,
4404-KWEHQ,bhavna,India,Tamil Nadu,Female,1992-12-08,34,26-35,2021-07-10,Organic,2022-07-10,Basic,Annual,2022-08-14,Poor streaming quality,8.71,445,88,1,400.0,1.1,1-3 years,104.52000000000001,2022.0,8.0,High Risk,,,,
5253-ABNEC,kiran,India,Meghalaya,Female,1984-09-01,42,36-45,2024-06-06,Paid,2025-06-06,Premium,Annual,,,24.5,281,47,0,837.0,2.29,1-3 years,294.0,,,Medium Risk,,,,
3814-CAFKU,padma,India,Kerala,Female,1996-04-06,30,26-35,2021-01-27,Paid,2022-01-27,Standard,Annual,,,16.49,972,35,0,2063.0,5.65,5-7 years,197.88,,,Medium Risk,1.0,1.0,24.0,2025-02-18
5410-CTDGK,naresh,India,Rajasthan,Female,2005-03-07,21,18-25,2024-06-24,Paid,2025-06-24,Basic,Monthly,,,9.5,133,13,0,819.0,2.24,1-3 years,114.0,,,Low Risk,,,,
6251-VDTGU,om,India,Uttar Pradesh,Female,1966-07-04,60,56-65,2021-01-07,Referral,2022-01-07,Basic,Annual,,,8.33,391,43,0,2083.0,5.7,5-7 years,99.96000000000001,,,Medium Risk,,,,
8538-RFKYY,anita,India,Karnataka,Female,1989-08-27,37,36-45,2020-10-22,Referral,2021-10-22,Basic,Monthly,,,7.76,506,25,0,2160.0,5.91,5-7 years,93.12,,,Low Risk,,,,
4150-MHJBR,parvati,India,Uttar Pradesh,Female,1984-06-23,42,36-45,2020-12-03,Paid,2021-12-03,Standard,Monthly,,,17.72,927,35,0,2118.0,5.8,5-7 years,212.64,,,Medium Risk,,,,
2742-UPKGZ,naresh,India,Meghalaya,Male,1999-07-30,27,26-35,2022-04-16,Organic,2023-04-16,Standard,Annual,,,15.21,560,24,0,1619.0,4.43,3-5 years,182.52,,,Low Risk,,,,
8190-CQYZQ,madan,India,Kerala,Female,1971-11-27,55,46-55,2024-09-22,Paid,2025-09-22,Basic,Monthly,2025-05-23,Too expensive,7.29,58,97,1,243.0,0.67,0-1 years,87.48,2025.0,5.0,High Risk,1.0,1.0,16.0,2024-12-09
